Estructura,TipoProducto,TipoBolsa,TipoSellado,GrupoFormato,Impreso,Calibre,Valvula,GradoTroquel,UsoZipper,PorcentajeCumplimiento
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
PET/PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.035
PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.035
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPP MATE/FOIL/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,1.035
PAPEL SEPARADOR,LAMINA SEPARADORA,NO APLICA,NO APLICA,Grupo 1,NO,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/PET METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL LATERAL,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET MATE/BOPP METALIZADO/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,<=100,NO,TROQUEL FORMA,SI,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
PET/PET METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL LATERAL,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.035
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,<=100,NO,GRADO ALTO,SI,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,NO,NO TROQUEL,NO,1.035
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO BAJO,SI,1.035
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO BAJO,SI,1.035
PET MATE/PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PEBD BRILLANTE,ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO BAJO,NO,1.035
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,NO,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.035
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
BOPP MATE/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.035
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,SI,GRADO ALTO,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.035
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLOW PACK,FLOW PACK,Grupo 1,SI,>100,NO,NO TROQUEL,NO,1.035
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.035
PET/FOIL/BOPA/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,MULTIFLEX UP SIN SELLE DE FONDO,Grupo 2,SI,>100,NO,GRADO ALTO,SI,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 3,SI,>100,SI,NO TROQUEL,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
FLEXIBLE MULTICAPA,ROLLO,NO APLICA,NO APLICA,Grupo 3,NO,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,NO,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,SI,>100,SI,NO TROQUEL,NO,1.035
BOPP MATE/PET METALIZADO/PEBD,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO ALTO,SI,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLOW PACK,FLOW PACK,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPP MATE/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET MATE/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.035
PET/FOIL/PEBD,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,TROQUEL FORMA,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,NO,1.035
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,SI,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,NO,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.035
BOPP MATE/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,NO,1.035
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,1.035
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.035
PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PEADTS,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.035
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,GRADO ALTO,SI,1.035
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.035
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
BOPA/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.035
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.035
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.036
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.036
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.036
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
BOPP MATE/PET METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.036
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,SI,1.036
PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET MATE/PET METALIZADO/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,GRADO BAJO,SI,1.036
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,NO,NO TROQUEL,NO,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,NO,NO TROQUEL,NO,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/FLEXIBLE PCR (PA-PE),BOLSA,FLEX UP,SELLADO COMPLETAMENTE,Grupo 1,SI,>100,SI,TROQUEL FORMA,NO,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.036
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,NO,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
BOPPMATE/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
BOPA/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.036
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.036
PET/PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.036
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,TROQUEL FORMA,NO,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 3,SI,<=100,NO,GRADO BAJO,NO,1.036
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,SI,>100,NO,GRADO ALTO,NO,1.036
PET/PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,NO,<=100,SI,NO TROQUEL,NO,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.036
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP SIN SELLE DE FONDO,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,NO,<=100,SI,NO TROQUEL,NO,1.036
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,TROQUEL FORMA,NO,1.036
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
PET/FLEXIBLE (PA-PE),BOLSA,FLOW PACK,FLOW PACK,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.036
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.036
BOPP MATE/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO REDONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.036
PET/BOPP TERMOSELLABLE,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.036
